INCIDENT_TYPE,MONTH,YEAR,HUNDRED_BLOCK
Theft of Motor Vehicle,1,2014,10500 132ND ST     
Theft from Motor Vehicle,1,2014,14900 83A AVE     
Break and Enter - Residence,1,2014,15500 24TH AVE     
Break and Enter - Residence,1,2014,8700 166TH ST     
Break and Enter - Business,1,2014,10600 SCOTT RD     
Break and Enter - Residence,1,2014,10300 150TH ST     
Theft from Motor Vehicle,1,2014,14100 62B AVE     
Break and Enter - Business,1,2014,10600 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,7200 145A ST     
Theft of Motor Vehicle,1,2014,10500 UNIVERSITY DR     
Break and Enter - Residence,1,2014,12600 88TH AVE     
Theft from Motor Vehicle,1,2014,3000 KING GEORGE BLVD    
Theft of Motor Vehicle,1,2014,1300 130TH ST     
Break and Enter - Residence,1,2014,6300 121ST ST     
Theft from Motor Vehicle,1,2014,9500 127TH ST     
Theft of Motor Vehicle,1,2014,13200 105A AVE     
Theft of Motor Vehicle,1,2014,13300 105A AVE     
Theft from Motor Vehicle,1,2014,13300 88TH AVE     
Theft from Motor Vehicle,1,2014,7600 140A ST     
Theft from Motor Vehicle,1,2014,12800 96B AVE     
Break and Enter - Residence,1,2014,10300 128A ST     
Theft of Motor Vehicle,1,2014,15400 31ST AVE     
Theft from Motor Vehicle,1,2014,10100 UNIVERSITY DR     
Theft from Motor Vehicle,1,2014,11100 PARTRIDGE CRES     
Shoplifting,1,2014,12400 88TH AVE     
Theft from Motor Vehicle,1,2014,16700 57A AVE     
Theft of Motor Vehicle,1,2014,7800 132A ST     
Theft from Motor Vehicle,1,2014,8100 132A ST     
Theft from Motor Vehicle,1,2014,9500 134A ST     
Theft from Motor Vehicle,1,2014,15100 61ST AVE     
Theft from Motor Vehicle,1,2014,15500 24TH AVE     
Fatal/Injury Collision,1,2014,2900 156TH ST     
Theft of Motor Vehicle,1,2014,9800 130TH ST     
Theft from Motor Vehicle,1,2014,16300 12TH AVE     
Theft from Motor Vehicle,1,2014,10800 142ND ST     
Fatal/Injury Collision,1,2014,15200 18TH AVE     
Theft from Motor Vehicle,1,2014,16200 16TH AVE     
Fatal/Injury Collision,1,2014,12200 KING GEORGE BLVD    
Theft of Motor Vehicle,1,2014,9700 188TH ST     
Theft from Motor Vehicle,1,2014,17900 71A AVE     
Theft from Motor Vehicle,1,2014,15800 105A AVE     
Theft from Motor Vehicle,1,2014,6000 164A ST     
Theft from Motor Vehicle,1,2014,9300 122ND ST     
Break and Enter - Business,1,2014,15600 FRASER HWY     
Theft from Motor Vehicle,1,2014,7100 192ND ST     
Shoplifting,1,2014,7400 KING GEORGE BLVD    
Theft of Motor Vehicle,1,2014,2700 158TH ST     
Theft from Motor Vehicle,1,2014,9200 163RD ST     
Theft of Motor Vehicle,1,2014,7600 145TH ST     
Theft from Motor Vehicle,1,2014,8600 141ST ST     
Break and Enter - Business,1,2014,9700 140TH ST     
Theft from Motor Vehicle,1,2014,14300 72A AVE     
Theft from Motor Vehicle,1,2014,16700 63B AVE     
Theft of Motor Vehicle,1,2014,5800 177B ST     
Shoplifting,1,2014,7100 138TH ST     
Theft from Motor Vehicle,1,2014,8600 141ST ST     
Theft from Motor Vehicle,1,2014,14600 81A AVE     
Theft from Motor Vehicle,1,2014,15000 68TH AVE     
Theft from Motor Vehicle,1,2014,15400 79TH AVE     
Theft from Motor Vehicle,1,2014,12900 58A AVE     
Theft from Motor Vehicle,1,2014,2600 162ND ST     
Break and Enter - Residence,1,2014,14100 COLEBROOK RD     
Shoplifting,1,2014,14300 104TH AVE     
Theft from Motor Vehicle,1,2014,18900 68A AVE     
Break and Enter - Residence,1,2014,10100 144TH ST     
Fatal/Injury Collision,1,2014,7000 128TH ST     
Theft of Motor Vehicle,1,2014,15000 81ST AVE     
Theft of Motor Vehicle,1,2014,19100 63RD AVE     
Theft of Motor Vehicle,1,2014,9500 130A ST     
Theft of Motor Vehicle,1,2014,14000 23A AVE     
Shoplifting,1,2014,16600 FRASER HWY     
Theft from Motor Vehicle,1,2014,15500 91ST AVE     
Theft from Motor Vehicle,1,2014,19100 27TH AVE     
Theft from Motor Vehicle,1,2014,8700 158TH ST     
Theft from Motor Vehicle,1,2014,7100 129A ST     
Theft from Motor Vehicle,1,2014,13800 92ND AVE     
Theft from Motor Vehicle,1,2014,8500 164A ST     
Theft from Motor Vehicle,1,2014,12000 NORDEL WAY     
Theft from Motor Vehicle,1,2014,12300 77A AVE     
Break and Enter - Business,1,2014,10300 152ND ST     
Theft from Motor Vehicle,1,2014,7600 147A ST     
Theft of Motor Vehicle,1,2014,14200 110TH AVE     
Theft from Motor Vehicle,1,2014,14800 104TH AVE     
Theft from Motor Vehicle,1,2014,7700 128TH ST     
Break and Enter - Business,1,2014,9700 192ND ST     
Theft from Motor Vehicle,1,2014,14900 57TH AVE     
Shoplifting,1,2014,1600 152ND ST     
Break and Enter - Residence,1,2014,14700 67A AVE     
Theft from Motor Vehicle,1,2014,14300 70A AVE     
Theft of Motor Vehicle,1,2014,14500 76A AVE     
Shoplifting,1,2014,14700 108TH AVE     
Break and Enter - Business,1,2014,8400 162ND ST     
Theft from Motor Vehicle,1,2014,10300 152ND ST     
Theft of Motor Vehicle,1,2014,15700 82A AVE     
Break and Enter - Business,1,2014,13700 108TH AVE     
Theft from Motor Vehicle,1,2014,14900 88A AVE     
Theft of Motor Vehicle,1,2014,15000 ROBIN CRES     
Theft from Motor Vehicle,1,2014,7500 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,6400 135A ST     
Break and Enter - Business,1,2014,10100 152ND ST     
Theft from Motor Vehicle,1,2014,13100 106TH AVE     
Theft of Motor Vehicle,1,2014,6600 120TH ST     
Theft from Motor Vehicle,1,2014,9400 121ST ST     
Theft of Motor Vehicle,1,2014,9400 151A ST     
Theft of Motor Vehicle,1,2014,10600 150TH ST     
Break and Enter - Business,1,2014,13800 101ST AVE     
Theft from Motor Vehicle,1,2014,14500 33A AVE     
Theft from Motor Vehicle,1,2014,14900 88A AVE     
Theft from Motor Vehicle,1,2014,5700 184A ST     
Theft from Motor Vehicle,1,2014,8600 132ND ST     
Break and Enter - Business,1,2014,9300 120TH ST     
Theft of Motor Vehicle,1,2014,8000 134TH ST     
Theft from Motor Vehicle,1,2014,13300 22A AVE     
Theft of Motor Vehicle,1,2014,15200 19TH AVE     
Theft from Motor Vehicle,1,2014,15900 80A AVE     
Break and Enter - Business,1,2014,17700 DALY RD     
Break and Enter - Business,1,2014,5800 177B ST     
Theft of Motor Vehicle,1,2014,9100 143A ST     
Shoplifting,1,2014,12000 80TH AVE     
Theft of Motor Vehicle,1,2014,15500 98TH AVE     
Theft from Motor Vehicle,1,2014,16500 63B AVE     
Shoplifting,1,2014,10200 KING GEORGE BLVD    
Theft of Motor Vehicle,1,2014,8800 160TH ST     
Theft from Motor Vehicle,1,2014,10300 152ND ST     
Fatal/Injury Collision,1,2014,19500 LANGLEY BPS     
Break and Enter - Business,1,2014,14100 62ND AVE     
Theft from Motor Vehicle,1,2014,2400 128TH ST     
Theft of Motor Vehicle,1,2014,9900 133RD ST     
Theft from Motor Vehicle,1,2014,9900 149TH ST     
Theft from Motor Vehicle,1,2014,10500 135A ST     
Theft of Motor Vehicle,1,2014,16000 82ND AVE     
Theft from Motor Vehicle,1,2014,9900 128TH ST     
Shoplifting,1,2014,14600 104TH AVE     
Shoplifting,1,2014,6800 128TH ST     
Shoplifting,1,2014,12700 110TH AVE     
Break and Enter - Business,1,2014,10100 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,7800 164B ST     
Theft from Motor Vehicle,1,2014,8300 124TH ST     
Theft from Motor Vehicle,1,2014,9300 127A ST     
Theft from Motor Vehicle,1,2014,14600 17TH AVE     
Theft from Motor Vehicle,1,2014,1400 134A ST     
Theft of Motor Vehicle,1,2014,6000 163RD ST     
Theft from Motor Vehicle,1,2014,8100 153A ST     
Theft of Motor Vehicle,1,2014,13800 80A AVE     
Theft from Motor Vehicle,1,2014,15400 79TH AVE     
Shoplifting,1,2014,12400 88TH AVE     
Break and Enter - Residence,1,2014,16400 20TH AVE     
Theft from Motor Vehicle,1,2014,7600 149TH ST     
Theft from Motor Vehicle,1,2014,7900 134TH ST     
Theft from Motor Vehicle,1,2014,10600 150TH ST     
Theft from Motor Vehicle,1,2014,10600 137A ST     
Break and Enter - Business,1,2014,12700 72ND AVE     
Theft from Motor Vehicle,1,2014,13000 76TH AVE     
Theft of Motor Vehicle,1,2014,14100 103A AVE     
Fatal/Injury Collision,1,2014,13300 97TH AVE     
Theft from Motor Vehicle,1,2014,18000 70TH AVE     
Theft from Motor Vehicle,1,2014,13400 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,8400 154TH ST     
Theft from Motor Vehicle,1,2014,10300 152ND ST     
Theft from Motor Vehicle,1,2014,16600 85A AVE     
Theft from Motor Vehicle,1,2014,5900 168A ST     
Theft of Motor Vehicle,1,2014,10700 142ND ST     
Theft from Motor Vehicle,1,2014,7000 120TH ST     
Theft from Motor Vehicle,1,2014,7600 145TH ST     
Break and Enter - Residence,1,2014,9100 154TH ST     
Theft from Motor Vehicle,1,2014,16500 63B AVE     
Theft of Motor Vehicle,1,2014,10700 139TH ST     
Shoplifting,1,2014,1000 GUILDFORD TOWN CTR    
Theft from Motor Vehicle,1,2014,7700 146TH ST     
Theft from Motor Vehicle,1,2014,13000 84TH AVE     
Theft from Motor Vehicle,1,2014,14500 74A AVE     
Theft of Motor Vehicle,1,2014,15000 94A AVE     
Shoplifting,1,2014,7400 KING GEORGE BLVD    
Shoplifting,1,2014,2300 160TH ST     
Theft from Motor Vehicle,1,2014,6900 180TH ST     
Break and Enter - Residence,1,2014,6900 129TH ST     
Theft from Motor Vehicle,1,2014,8400 148A ST     
Theft of Motor Vehicle,1,2014,9200 121ST ST     
Theft of Motor Vehicle,1,2014,10400 150TH ST     
Theft of Motor Vehicle,1,2014,16700 104TH AVE     
Theft from Motor Vehicle,1,2014,2600 126TH ST     
Fatal/Injury Collision,1,2014,8700 132ND ST     
Theft from Motor Vehicle,1,2014,6500 121ST ST     
Theft from Motor Vehicle,1,2014,8000 121A ST     
Theft of Motor Vehicle,1,2014,9800 140TH ST     
Shoplifting,1,2014,12700 110TH AVE     
Theft from Motor Vehicle,1,2014,13800 FRASER HWY     
Theft from Motor Vehicle,1,2014,14900 104TH AVE     
Theft from Motor Vehicle,1,2014,14200 90A AVE     
Theft of Motor Vehicle,1,2014,10700 132A ST     
Theft from Motor Vehicle,1,2014,12200 91A AVE     
Theft of Motor Vehicle,1,2014,14900 90TH AVE     
Break and Enter - Residence,1,2014,15000 19A AVE     
Break and Enter - Residence,1,2014,6700 133RD ST     
Theft from Motor Vehicle,1,2014,9000 136B ST     
Theft of Motor Vehicle,1,2014,9300 192ND ST     
Theft from Motor Vehicle,1,2014,15000 88A AVE     
Theft from Motor Vehicle,1,2014,9600 123A ST     
Break and Enter - Residence,1,2014,5600 176A ST     
Theft from Motor Vehicle,1,2014,6900 HAYLE PL     
Theft from Motor Vehicle,1,2014,12600 82ND AVE     
Shoplifting,1,2014,6300 176TH ST     
Theft from Motor Vehicle,1,2014,8400 167TH ST     
Shoplifting,1,2014,12700 110TH AVE     
Fatal/Injury Collision,1,2014,14700 108TH AVE     
Theft from Motor Vehicle,1,2014,10600 142A ST     
Shoplifting,1,2014,10700 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,9200 132A ST     
Theft from Motor Vehicle,1,2014,7100 192ND ST     
Shoplifting,1,2014,10100 KING GEORGE BLVD    
Break and Enter - Residence,1,2014,10500 138A ST     
Theft of Motor Vehicle,1,2014,10800 125TH ST     
Shoplifting,1,2014,7400 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,6400 179TH ST     
Theft from Motor Vehicle,1,2014,14400 74A AVE     
Break and Enter - Residence,1,2014,18200 67TH AVE     
Theft from Motor Vehicle,1,2014,6300 167A ST     
Break and Enter - Business,1,2014,10300 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,8500 148TH ST     
Theft from Motor Vehicle,1,2014,12100 59TH AVE     
Theft from Motor Vehicle,1,2014,12100 95TH AVE     
Theft from Motor Vehicle,1,2014,15400 20TH AVE     
Theft from Motor Vehicle,1,2014,19100 68A AVE     
Shoplifting,1,2014,10700 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,3100 MCBRIDE AVE     
Theft from Motor Vehicle,1,2014,7800 122ND ST     
Break and Enter - Business,1,2014,13700 107A AVE     
Theft from Motor Vehicle,1,2014,6000 147TH ST     
Theft of Motor Vehicle,1,2014,12900 65A AVE     
Break and Enter - Business,1,2014,8300 128TH ST     
Theft from Motor Vehicle,1,2014,7600 146TH ST     
Theft from Motor Vehicle,1,2014,14100 86TH AVE     
Theft from Motor Vehicle,1,2014,14900 57TH AVE     
Theft of Motor Vehicle,1,2014,15000 32ND AVE     
Shoplifting,1,2014,10300 KING GEORGE BLVD    
Shoplifting,1,2014,8900 152ND ST     
Shoplifting,1,2014,10800 148TH ST     
Theft from Motor Vehicle,1,2014,14100 104TH AVE     
Theft from Motor Vehicle,1,2014,16800 87TH AVE     
Break and Enter - Residence,1,2014,2400 164TH ST     
Theft from Motor Vehicle,1,2014,2400 164TH ST     
Theft from Motor Vehicle,1,2014,16100 83RD AVE     
Theft from Motor Vehicle,1,2014,14500 33B AVE     
Theft from Motor Vehicle,1,2014,14600 75TH AVE     
Fatal/Injury Collision,1,2014,14600 104TH AVE     
Theft of Motor Vehicle,1,2014,17400 57TH AVE     
Theft from Motor Vehicle,1,2014,10200 KING GEORGE BLVD    
Theft of Motor Vehicle,1,2014,2600 137TH ST     
Break and Enter - Residence,1,2014,6600 127TH ST     
Theft from Motor Vehicle,1,2014,13900 60TH AVE     
Theft from Motor Vehicle,1,2014,14300 68B AVE     
Theft from Motor Vehicle,1,2014,8000 KESTREL CRT     
Theft from Motor Vehicle,1,2014,14400 RIDGE CRES     
Fatal/Injury Collision,1,2014,1800 AMBLE GREENE DR    
Theft from Motor Vehicle,1,2014,6600 126TH ST     
Theft from Motor Vehicle,1,2014,8200 170TH ST     
Theft from Motor Vehicle,1,2014,12200 75A AVE     
Theft from Motor Vehicle,1,2014,2000 128TH ST     
Theft from Motor Vehicle,1,2014,6200 192ND ST     
Theft from Motor Vehicle,1,2014,14400 103RD AVE     
Break and Enter - Residence,1,2014,16700 63B AVE     
Break and Enter - Business,1,2014,11100 SCOTT RD     
Break and Enter - Business,1,2014,14700 64TH AVE     
Theft from Motor Vehicle,1,2014,14900 57TH AVE     
Theft from Motor Vehicle,1,2014,10200 155A ST     
Theft from Motor Vehicle,1,2014,11900 96TH AVE     
Theft from Motor Vehicle,1,2014,15800 97A AVE     
Theft from Motor Vehicle,1,2014,7900 122ND ST     
Theft from Motor Vehicle,1,2014,14800 88TH AVE     
Theft from Motor Vehicle,1,2014,15400 90A AVE     
Break and Enter - Residence,1,2014,17700 56TH AVE     
Break and Enter - Business,1,2014,9500 128TH ST     
Break and Enter - Residence,1,2014,15400 27TH AVE     
Theft from Motor Vehicle,1,2014,14600 17A AVE     
Theft from Motor Vehicle,1,2014,19300 73A AVE     
Theft of Motor Vehicle,1,2014,13800 SELKIRK DR     
Shoplifting,1,2014,10300 KING GEORGE BLVD    
Shoplifting,1,2014,8800 152ND ST     
Theft from Motor Vehicle,1,2014,12100 82ND AVE     
Theft of Motor Vehicle,1,2014,14300 68TH AVE     
Theft from Motor Vehicle,1,2014,15500 FRASER HWY     
Break and Enter - Residence,1,2014,13100 24TH AVE     
Theft from Motor Vehicle,1,2014,15100 36TH AVE     
Theft from Motor Vehicle,1,2014,4600 KING GEORGE BLVD    
Theft of Motor Vehicle,1,2014,9500 PRINCE CHARLES BLVD    
Theft of Motor Vehicle,1,2014,12600 62ND AVE     
Break and Enter - Residence,1,2014,14300 110TH AVE     
Theft from Motor Vehicle,1,2014,14500 72A AVE     
Theft from Motor Vehicle,1,2014,14700 80A AVE     
Theft from Motor Vehicle,1,2014,12200 82ND AVE     
Break and Enter - Residence,1,2014,13100 106A AVE     
Shoplifting,1,2014,12000 NORDEL WAY     
Theft of Motor Vehicle,1,2014,6500 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,7100 188TH ST     
Theft from Motor Vehicle,1,2014,10000 171A ST     
Theft of Motor Vehicle,1,2014,12900 107A AVE     
Theft from Motor Vehicle,1,2014,7800 165A ST     
Theft from Motor Vehicle,1,2014,8400 156TH ST     
Theft from Motor Vehicle,1,2014,9000 136B ST     
Break and Enter - Residence,1,2014,14000 33B AVE     
Theft from Motor Vehicle,1,2014,14900 57TH AVE     
Theft from Motor Vehicle,1,2014,6100 187A ST     
Theft from Motor Vehicle,1,2014,7500 148TH ST     
Theft of Motor Vehicle,1,2014,9500 127TH ST     
Break and Enter - Residence,1,2014,16900 32ND AVE     
Theft from Motor Vehicle,1,2014,18000 70TH AVE     
Theft from Motor Vehicle,1,2014,6600 195TH ST     
Theft of Motor Vehicle,1,2014,7900 127TH ST     
Shoplifting,1,2014,12100 NORDEL WAY     
Shoplifting,1,2014,7300 KING GEORGE BLVD    
Break and Enter - Business,1,2014,13300 72ND AVE     
Break and Enter - Business,1,2014,9800 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,14900 57TH AVE     
Theft from Motor Vehicle,1,2014,17100 JERSEY DR     
Break and Enter - Business,1,2014,10100 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,10700 SCOTT RD     
Theft from Motor Vehicle,1,2014,14700 32ND AVE     
Break and Enter - Business,1,2014,15200 19TH AVE     
Theft from Motor Vehicle,1,2014,15800 39A AVE     
Theft of Motor Vehicle,1,2014,14600 105A AVE     
Theft from Motor Vehicle,1,2014,14700 72ND AVE     
Theft from Motor Vehicle,1,2014,13300 76TH AVE     
Shoplifting,1,2014,10100 KING GEORGE BLVD    
Theft of Motor Vehicle,1,2014,15700 112TH AVE     
Theft from Motor Vehicle,1,2014,10200 KING GEORGE BLVD    
Shoplifting,1,2014,8900 152ND ST     
Break and Enter - Business,1,2014,15200 100TH AVE     
Break and Enter - Residence,1,2014,12900 101ST AVE     
Theft of Motor Vehicle,1,2014,12900 101ST AVE     
Theft from Motor Vehicle,1,2014,13300 78A AVE     
Theft from Motor Vehicle,1,2014,10100 143RD ST     
Break and Enter - Residence,1,2014,12100 66TH AVE     
Theft from Motor Vehicle,1,2014,5700 133RD ST     
Theft from Motor Vehicle,1,2014,6200 129A ST     
Theft from Motor Vehicle,1,2014,13300 105TH AVE     
Theft from Motor Vehicle,1,2014,13700 93A AVE     
Theft from Motor Vehicle,1,2014,6600 132ND ST     
Theft from Motor Vehicle,1,2014,5900 135A ST     
Shoplifting,1,2014,12000 NORDEL WAY     
Break and Enter - Residence,1,2014,13300 112TH AVE     
Theft of Motor Vehicle,1,2014,15200 36TH AVE     
Theft from Motor Vehicle,1,2014,2600 128TH ST     
Theft from Motor Vehicle,1,2014,13100 76TH AVE     
Theft of Motor Vehicle,1,2014,18800 53B AVE     
Theft of Motor Vehicle,1,2014,9100 136A ST     
Break and Enter - Business,1,2014,10700 135A ST     
Theft of Motor Vehicle,1,2014,10800 142ND ST     
Shoplifting,1,2014,13900 FRASER HWY     
Theft of Motor Vehicle,1,2014,15000 81B AVE     
Theft from Motor Vehicle,1,2014,16000 10A AVE     
Theft from Motor Vehicle,1,2014,4800 131A ST     
Shoplifting,1,2014,7400 KING GEORGE BLVD    
Theft from Motor Vehicle,1,2014,16900 78A AVE     
Theft from Motor Vehicle,1,2014,17000 86A AVE     
Theft from Motor Vehicle,1,2014,15000 81ST AVE     
Theft of Motor Vehicle,1,2014,9400 132A ST     
Theft from Motor Vehicle,1,2014,14300 77TH AVE     
Break and Enter - Business,1,2014,13700 108TH AVE     
Theft from Motor Vehicle,1,2014,13800 65TH AVE     
Fatal/Injury Collision,1,2014,19000 80TH AVE     
Theft from Motor Vehicle,1,2014,7400 149TH ST     
Theft from Motor Vehicle,1,2014,7900 123RD ST     
Theft of Motor Vehicle,1,2014,13100 76TH AVE     
Theft from Motor Vehicle,1,2014,13300 104TH AVE     
Theft of Motor Vehicle,1,2014,13400 80TH AVE     
Theft from Motor Vehicle,1,2014,14600 109A AVE     
Shoplifting,1,2014,1600 152ND ST     
Theft of Motor Vehicle,1,2014,10700 139TH ST     
Theft of Motor Vehicle,1,2014,10900 145TH ST     
Theft from Motor Vehicle,1,2014,12500 110TH AVE     
Theft from Motor Vehicle,1,2014,13100 80TH AVE     
Theft of Motor Vehicle,1,2014,14700 WELLINGTON DR     
Theft from Motor Vehicle,1,2014,6900 122ND ST     
Theft of Motor Vehicle,1,2014,9000 144TH ST     
Shoplifting,1,2014,9500 132ND ST     
Theft from Motor Vehicle,1,2014,4200 168TH ST     
Theft from Motor Vehicle,1,2014,7400 140TH ST     
Theft of Motor Vehicle,1,2014,14700 16A AVE     
Theft of Motor Vehicle,1,2014,13600 BENTLEY RD     
Theft from Motor Vehicle,1,2014,14300 57TH AVE     
